timestamp,open,high,low,close,volume
2025-12-14 19:55:00,1.99332,1.99417,1.99332,1.99417,24.95698
2025-12-14 20:00:00,1.99226,1.99227,1.99226,1.99227,8.54408482
2025-12-14 20:05:00,1.99064,1.99064,1.98813,1.98917,14.98063482
2025-12-14 20:10:00,1.98583,1.98736,1.98583,1.98736,108.06410399
2025-12-14 20:15:00,1.98643,1.98643,1.9848,1.9848,371.80393922
2025-12-14 20:20:00,1.9863,1.9863,1.98599,1.98599,34.0520682
2025-12-14 20:25:00,1.98668,1.98703,1.98668,1.98703,14.926873539999999
2025-12-14 20:30:00,1.98763,1.98768,1.98757,1.98757,134.82047236
2025-12-14 20:35:00,1.98797,1.98815,1.98612,1.98612,3718.84613282
2025-12-14 20:40:00,1.9838,1.98397,1.9838,1.98397,30.39953006
2025-12-14 20:45:00,1.98653,1.98814,1.98652,1.98814,15.76975148
2025-12-14 20:55:00,1.98847,1.98847,1.98847,1.98847,3.01724355
2025-12-14 21:00:00,1.98969,1.98969,1.98901,1.98901,2731.46338
2025-12-14 21:05:00,1.98762,1.98892,1.98762,1.98888,741.53213871
2025-12-14 21:10:00,1.98701,1.99374,1.98568,1.99327,3415.37159693
2025-12-14 21:15:00,1.99357,1.99438,1.99357,1.99392,160130.26859163
2025-12-14 21:20:00,1.99305,1.99345,1.99305,1.99345,118130.93433766
2025-12-14 21:25:00,1.9914,1.99245,1.9914,1.99245,40008.5506865
2025-12-14 21:30:00,1.99079,1.99079,1.99079,1.99079,8.5506865
2025-12-14 21:35:00,1.99197,1.99215,1.99126,1.99142,8500.79627793
2025-12-14 21:40:00,1.99073,1.99188,1.99073,1.99188,2735.41256041
2025-12-14 21:45:00,1.9922,1.9922,1.99219,1.99219,8.8865595
2025-12-14 21:50:00,1.99119,1.99119,1.98933,1.98973,3517.07074478
2025-12-14 21:55:00,1.98835,1.98877,1.98813,1.98824,403.291661
2025-12-14 22:00:00,1.98793,1.98848,1.98793,1.98848,28.64960414
2025-12-14 22:05:00,1.98701,1.98701,1.98701,1.98701,1.750221
2025-12-14 22:10:00,1.98806,1.98806,1.98806,1.98806,8.64960414
2025-12-14 22:15:00,1.98929,1.98929,1.98929,1.98929,8.50195131
2025-12-14 22:20:00,1.99105,1.99105,1.99104,1.99104,8.50195131
2025-12-14 22:25:00,1.99179,1.99179,1.99179,1.99179,9.41080542
2025-12-14 22:40:00,1.99018,1.99018,1.98756,1.98756,83.21108542
2025-12-14 22:45:00,1.98659,1.98659,1.98612,1.98612,25.41446016
2025-12-14 22:50:00,1.98515,1.98628,1.98515,1.98628,161.44915219
2025-12-14 22:55:00,1.98682,1.98844,1.98661,1.98775,1040.3856388899999
2025-12-14 23:00:00,1.98955,1.99132,1.98955,1.99132,46.18274099999999
2025-12-14 23:05:00,1.99234,1.99234,1.99233,1.99233,8.704498730000001
2025-12-14 23:10:00,1.99235,1.99235,1.99235,1.99235,6.02309858
2025-12-14 23:20:00,1.98782,1.98791,1.98732,1.98732,749.88411984
2025-12-14 23:30:00,1.98464,1.98719,1.98464,1.98636,63.38464022
2025-12-14 23:40:00,1.98462,1.98591,1.98462,1.98591,21.737016320000002
2025-12-14 23:45:00,1.98528,1.98567,1.98528,1.98559,17.92462943
2025-12-14 23:50:00,1.98334,1.98903,1.98334,1.98903,1006.09741748
2025-12-14 23:55:00,1.9892,1.99201,1.98757,1.99201,44.80492381
2025-12-15 00:00:00,1.98907,1.98908,1.98686,1.98686,42.773735620000004
2025-12-15 00:05:00,1.98541,1.98801,1.98515,1.98801,122.35757078999998
2025-12-15 00:10:00,1.98613,1.98613,1.98382,1.9841,20.04803776
2025-12-15 00:15:00,1.98591,1.98591,1.98326,1.98366,20.5173873
2025-12-15 00:20:00,1.98366,1.98652,1.98341,1.98652,2534.859012
2025-12-15 00:25:00,1.98504,1.98504,1.98504,1.98504,12.71487356
2025-12-15 00:30:00,1.98195,1.98209,1.9511,1.98209,152244.01551771
2025-12-15 00:35:00,1.97843,1.98146,1.97654,1.98047,48099.94638861
2025-12-15 00:40:00,1.98012,1.98012,1.98011,1.98011,8.95377377
2025-12-15 00:45:00,1.97718,1.97751,1.97718,1.97751,108.209526
2025-12-15 00:50:00,1.98267,1.98267,1.98266,1.98266,8.789756
2025-12-15 00:55:00,1.9809,1.9809,1.97805,1.97805,65.20897041
2025-12-15 01:00:00,1.97948,1.98484,1.97948,1.98281,108.31520982
2025-12-15 01:05:00,1.98085,1.98314,1.98085,1.98305,51.5
2025-12-15 01:10:00,1.97961,1.97961,1.97765,1.97765,82.25
2025-12-15 01:15:00,1.97747,1.98181,1.97747,1.98179,57.832674239999996
2025-12-15 01:20:00,1.98425,1.98806,1.98425,1.98806,14879.80504341
2025-12-15 01:25:00,1.98733,1.98873,1.98733,1.9875,23.93160854
2025-12-15 01:30:00,1.98775,1.98775,1.98775,1.98775,50.37047484
2025-12-15 01:35:00,1.97958,1.98063,1.97957,1.98062,34.10640162
2025-12-15 01:40:00,1.97859,1.97859,1.97679,1.97679,15.18282
2025-12-15 01:45:00,1.97725,1.97725,1.97725,1.97725,8.95353507
2025-12-15 01:50:00,1.97951,1.98014,1.9795,1.97985,48.158871
2025-12-15 01:55:00,1.9837,1.98542,1.9837,1.9846,25262.66372662
2025-12-15 02:00:00,1.98462,1.98606,1.98462,1.98462,18.49093026
2025-12-15 02:05:00,1.98447,1.98468,1.98447,1.98468,24.4689391
2025-12-15 02:15:00,1.98573,1.98599,1.98234,1.98234,9930.24761744
2025-12-15 02:20:00,1.98252,1.98265,1.98251,1.98265,39.60721105
2025-12-15 02:25:00,1.98105,1.98105,1.98104,1.98104,9.06721105
2025-12-15 02:30:00,1.9835,1.99181,1.9834,1.99181,50.62285812
2025-12-15 02:35:00,1.99336,2.0048,1.99136,1.99967,3065.83830462
2025-12-15 02:40:00,1.99546,1.99643,1.99544,1.99643,16.23819431
2025-12-15 02:45:00,1.99569,1.99852,1.99505,1.99851,12354.56484745
2025-12-15 02:50:00,2.00056,2.00056,1.99836,1.99837,27.87637106
2025-12-15 02:55:00,1.99817,1.99817,1.99817,1.99817,8.65115616
2025-12-15 03:00:00,2.00056,2.00369,2.00056,2.00323,15.3476352
2025-12-15 03:05:00,2.00263,2.00706,2.00263,2.00558,25138.80643743
2025-12-15 03:10:00,2.00574,2.00574,2.00018,2.00018,1013.3076352
2025-12-15 03:15:00,2.00323,2.01266,2.00322,2.00893,368.53467919
2025-12-15 03:20:00,2.01069,2.01338,2.00934,2.00935,54.850452239999996
2025-12-15 03:25:00,2.00614,2.00729,2.00614,2.00729,1469.87481277
2025-12-15 03:35:00,2.00454,2.00455,2.00454,2.00455,7.8557312800000005
2025-12-15 03:40:00,1.99889,1.99889,1.99796,1.99797,5977.772040049999
2025-12-15 03:45:00,1.99742,1.99742,1.99742,1.99742,174.83515241
2025-12-15 03:50:00,1.9942,1.9942,1.9942,1.9942,7.85573128
2025-12-15 04:00:00,1.99497,1.9973,1.99398,1.99398,21.12951064
2025-12-15 04:05:00,1.99315,1.99315,1.99315,1.99315,7.36841433
2025-12-15 04:10:00,1.99521,1.99521,1.9949,1.9949,17.93991433
2025-12-15 04:15:00,1.99717,2.00003,1.99717,1.99963,19.83978914
2025-12-15 04:20:00,1.99988,1.99988,1.99988,1.99988,22.0
2025-12-15 04:30:00,1.99669,1.99669,1.99669,1.99669,22.37004937
2025-12-15 04:35:00,1.99579,1.9958,1.99453,1.99453,14.9567732
2025-12-15 04:40:00,1.99543,1.99544,1.99543,1.99544,195.07308
2025-12-15 04:50:00,1.99667,1.99667,1.99666,1.99666,7.75350883
2025-12-15 04:55:00,1.99676,1.99696,1.99632,1.99635,1017.54032104
2025-12-15 05:00:00,1.9982,1.9982,1.99775,1.99775,10.03957384
2025-12-15 05:05:00,2.00045,2.00045,1.99797,1.99992,16.82346878
2025-12-15 05:10:00,1.99994,1.99994,1.99994,1.99994,7.65739223
2025-12-15 05:15:00,2.00118,2.00118,2.00108,2.00108,16.62492244
2025-12-15 05:20:00,2.00001,2.00038,1.99603,1.99603,22284.181816199998
2025-12-15 05:25:00,1.99482,1.99483,1.99482,1.99483,7.854736920000001
2025-12-15 05:30:00,1.9951,1.99911,1.9951,1.99762,265.15676692
2025-12-15 05:35:00,1.99839,1.99903,1.99839,1.99888,73.02299522999999
2025-12-15 05:40:00,1.99928,1.99928,1.99928,1.99928,8.02299523
2025-12-15 05:45:00,2.00061,2.00061,2.00061,2.00061,8.0739668
2025-12-15 05:50:00,2.00105,2.00325,2.00105,2.00325,3.5
2025-12-15 06:00:00,1.99982,1.99994,1.99904,1.99965,1863.62651395
2025-12-15 06:05:00,1.99934,2.00121,1.99934,2.00121,10.28558431
2025-12-15 06:10:00,2.00219,2.00306,2.00219,2.00306,10.28558431
2025-12-15 06:15:00,2.00398,2.00399,2.00398,2.00399,8.17970649
2025-12-15 06:20:00,2.0018,2.00222,2.00098,2.00222,11001.67046463
2025-12-15 06:25:00,2.00128,2.00128,2.00128,2.00128,8.17970649
2025-12-15 06:30:00,2.00079,2.00079,1.99929,1.99979,2565.48200296
2025-12-15 06:35:00,1.99808,1.99869,1.99797,1.99797,19.231901800000003
2025-12-15 06:45:00,1.99785,1.99855,1.99785,1.99855,15.074306159999999
2025-12-15 06:50:00,1.99943,1.99943,1.99943,1.99943,8.19201093
2025-12-15 06:55:00,2.0011,2.0011,2.00099,2.00099,25.02828134
2025-12-15 07:00:00,2.0011,2.0018,1.99938,1.99938,18.81300866
2025-12-15 07:05:00,1.99893,1.99894,1.99893,1.99894,8.41695853
2025-12-15 07:15:00,1.9971,1.9971,1.9971,1.9971,8.41695853
2025-12-15 07:20:00,1.99759,1.99759,1.99759,1.99759,7.72964983
2025-12-15 07:30:00,1.99718,1.99718,1.99718,1.99718,7.72964983
2025-12-15 07:35:00,1.99829,1.99829,1.99827,1.99827,65.0
2025-12-15 07:45:00,2.00003,2.0023,2.00003,2.0023,3.5
2025-12-15 07:50:00,2.0023,2.00591,2.0023,2.00479,951.0848238
2025-12-15 07:55:00,2.00229,2.0023,2.00229,2.0023,8.30399023
2025-12-15 08:05:00,1.99699,1.99699,1.99688,1.99688,2288.0766856299997
2025-12-15 08:10:00,1.99654,1.99654,1.9961,1.99642,2019.74148725
2025-12-15 08:15:00,1.99643,1.99744,1.99642,1.99731,14010.60101
2025-12-15 08:20:00,1.99822,1.99822,1.99821,1.99821,8.24461904
2025-12-15 08:30:00,1.99827,1.99905,1.99632,1.99632,3909.99461904
2025-12-15 08:35:00,1.99795,1.99795,1.99795,1.99795,6.8815719
2025-12-15 08:40:00,1.99582,1.99582,1.99411,1.99411,10.133856080000001
2025-12-15 08:45:00,1.9943,1.99464,1.9943,1.99452,50.35272155
2025-12-15 08:50:00,1.99423,1.99423,1.99343,1.99423,99.89272252
2025-12-15 08:55:00,1.99591,1.99609,1.99586,1.99586,18.06640245
2025-12-15 09:00:00,1.99443,1.99443,1.99424,1.99424,15.13455304
2025-12-15 09:05:00,1.99677,1.9984,1.99586,1.99587,16.1801811
2025-12-15 09:10:00,1.99127,1.99127,1.99127,1.99127,7.12010488
2025-12-15 09:15:00,1.99324,1.99325,1.99324,1.99325,7.990232150000001
2025-12-15 09:20:00,1.99395,1.99395,1.9929,1.9929,9.74023215
2025-12-15 09:25:00,1.99573,1.99809,1.99573,1.99807,10.57623287
2025-12-15 09:30:00,1.99654,1.99811,1.99654,1.99811,14.270016340000002
2025-12-15 09:35:00,1.99775,1.9982,1.99775,1.99789,60.897384040000006
2025-12-15 09:50:00,1.99708,1.99708,1.99558,1.99558,254.28876257
2025-12-15 09:55:00,1.99602,1.99602,1.99394,1.99394,14.3510899
2025-12-15 10:00:00,1.99558,1.99689,1.99558,1.99689,29.03297503
2025-12-15 10:05:00,1.99772,1.9986,1.99772,1.9986,62.19081236
2025-12-15 10:10:00,1.99634,1.99634,1.99634,1.99634,7.09352326
2025-12-15 10:20:00,1.99877,1.99877,1.99877,1.99877,7.09352326
2025-12-15 10:25:00,2.00009,2.00009,1.99971,1.99972,154.908769
2025-12-15 10:35:00,1.99694,1.99694,1.99694,1.99694,19.67627398
