timestamp,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_12,ema_26,ema_50,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,bb_width,atr,volume_sma,volume_ratio,roc_1,roc_5,momentum,volatility,volatility_ratio,fib_0.236,fib_0.382,fib_0.5,fib_0.618,fib_0.786,support_20,resistance_20
2026-02-08 02:00:00,0.008015,0.008035,0.008015,0.008035,32416.58787,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008035,0.008035,0.008035,58.769931662870036,0.0,0.0,0.0,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.0,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 03:00:00,0.008035,0.008035,0.008035,0.008035,1261.45294,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008035,0.008035,0.008035,58.769931662870036,0.0,0.0,0.0,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.0,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 04:00:00,0.0080455,0.0080455,0.0080455,0.0080455,4228.45647,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008039098152424942,0.008038772548053227,0.008038640914544728,58.769931662870036,3.2560437171480494e-07,1.334444146372151e-07,1.9215995707758983e-07,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.0013067828251400737,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 05:00:00,0.008056,0.008056,0.008056,0.008056,7195.46,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008044433405172413,0.008043588590785139,0.008043244473210715,58.769931662870036,8.448143872744757e-07,3.744234026579673e-07,4.7039098461650837e-07,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.001305077372444341,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 06:00:00,0.008039545454545455,0.008039545454545455,0.008039545454545455,0.008039545454545455,10129.84090909091,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.00804310536645649,0.008042650970814842,0.008042444326001345,58.769931662870036,4.543956416483419e-07,3.9821333572269083e-07,5.6182305925651066e-08,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,-0.002042520538051762,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 07:00:00,0.00802309090909091,0.00802309090909091,0.00802309090909091,0.00802309090909091,13064.221818181819,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008038240800359964,0.008038733246456993,0.008038887779284826,58.769931662870036,-4.924460970286149e-07,1.5679510974057358e-07,-6.492412067691884e-07,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,-0.0020467009668116987,-0.0014821519488600332,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 08:00:00,0.008006636363636363,0.008006636363636363,0.008006636363636363,0.008006636363636363,15998.60272727273,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.008031188380880579,0.008033024982233173,0.00803370951939431,58.769931662870036,-1.8366013525943081e-06,-3.4768035589785987e-07,-1.4889209966964483e-06,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,-0.002050898542842461,-0.00353001074843029,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 16:00:00,0.007875,0.007875,0.007875,0.007875,39473.65,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.007998594273138893,0.008007563242000922,0.0080109847554057,58.769931662870036,-8.968968862028623e-06,-2.419538107287374e-06,-6.5494307547412494e-06,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,-0.016440906974895753,-0.021191970666832427,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 17:00:00,0.00790242857142857,0.00790242857142857,0.00790242857142857,0.00790242857142857,35584.37857142857,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.007979569274517262,0.007991979975807296,0.007996905032211963,58.769931662870036,-1.2410701290033882e-05,-4.7275463689179615e-06,-7.683154921115921e-06,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.0034829931972788497,-0.019062987657823993,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
2026-02-08 18:00:00,0.007929857142857143,0.007929857142857143,0.007929857142857143,0.007929857142857143,31695.107142857145,0.008026642207792208,0.00785057754978355,0.007670708440201509,0.007970148844888012,0.007983407629482318,0.007988930498701283,58.769931662870036,-1.3258784594306558e-05,-6.639038969104344e-06,-6.619745625202214e-06,0.008026642207792208,7.380331041819912e-05,0.008174248828628605,0.00787903558695581,0.0367791704215001,3.278571428571436e-05,25274.417163941558,2.1703816947123684,0.0034709040620424236,-0.013643596184445439,-7.771428571428686e-05,7.380331041819912e-05,0.009255494158289329,0.0,0.0,0.0,0.0,0.0,0.007875,0.008157
